record_id,DOI,data_source,Atomic_Weight_of_M1,Atomic_Weight_of_M2,Atomic_Weight_of_N,Covalent_Radius_of_M1,Covalent_Radius_of_M2,Covalent_Radius_of_N,VanDer_Waals_Radius_of_M1,VanDer_Waals_Radius_of_M2,VanDer_Waals_Radius_of_N,Atomic_Volume_of_M1,Atomic_Volume_of_M2,Atomic_Volume_of_N,Electron_Affinity_of_M1,Electron_Affinity_of_M2,Electron_Affinity_of_N,d-electron_number_of_M1,d-electron_number_of_M2,p-electron_number_of_N,Difference_in_the_d-electron_number_of_M1_and_M2,Average_d-electron_number_of_M1_and_M2,Number_of_valence_electrons_of_M1,Number_of_valence_electrons_of_M2,Number_of_valence_electrons_of_N,Difference_in_the_valence-electron_number_of_M1_and_M2,Average_valence-electron_number_of_M1_and_M2,First_ionization_energy_of_M1,First_ionization_energy_of_M2,First_ionization_energy_of_N,Difference_in_the_First_ionization_energy_of_metals,Electrical_Conductivity_of_M1,Electrical_Conductivity_of_M2,Thermal_Conductivity_of_M1,Thermal_Conductivity_of_M2,Pauling_electronegativity_of_M1,Pauling_electronegativity_of_M2,Pauling_electronegativity_of_N,Difference_in_the_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_M2,Average_electronegativity_of_M1_and_N,Average_electronegativity_of_M2_and_N,Average_electronegativity_of_active_site_(M1-M2-N),Correction_of_d_electron_number_of_M1_with_electronegativity_of_M2,Correction_of_d_electron_number_of_M1_with_electronegativity_of_N,Correction_of_d_electron_number_of_M1_with_average_Electronegativity_of_M2_and_N,Correction_of_d_electron_number_of_M1_with_sum_atomic_radius_of_M1_and_M2,d-band_center_of_M1,d-band_center_of_M2,m1_**,m1_Ag,m1_Bi,m1_Co,m1_Cr,m1_Dy,m1_Fe,m1_Ir,m1_La,m1_Mn,m1_Mo,m1_Ni,m1_Pd,m1_Ru,m1_Se,m1_Sn,m1_Te,m1_Ti,m2_**,m2_Bi,m2_Ce,m2_Co,m2_Cu,m2_Fe,m2_In,m2_La,m2_Mn,m2_Mo,m2_Ni,m2_Pd,m2_Pt,m2_Ru,m2_Sn,m2_V,Y1,Y2
R0126,https://doi.org/10.1016/j.jcis.2026.140244,382,58.933,55.845,14.007,116.0,115.0,75.0,192.0,194.0,155.0,6.71,7.11,17.3,63.0,15.0,-7.0,7.0,6.0,3.0,1.0,6.5,9.0,8.0,5.0,1.0,8.5,760.4,762.5,1402.3,-2.1,17200000.0,10000000.0,100.0,80.4,1.88,1.83,3.04,0.05,1.855,2.46,2.435,2.25,12.81,21.28,17.045,1890.0,-1.3,-1.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.04,325
R0127,https://doi.org/10.1016/j.jechem.2026.01.056,383,47.867,58.933,15.999,136.0,116.0,73.0,187.0,192.0,152.0,10.64,6.71,14.0,7.6,63.0,141.0,2.0,7.0,4.0,-5.0,4.5,4.0,9.0,6.0,-5.0,6.5,658.8,760.4,1313.9,-101.6,2340000.0,17200000.0,21.9,100.0,1.54,1.88,3.44,-0.34,1.71,2.49,2.66,2.286666667,3.76,6.88,5.32,504.0,-2.2,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,118
R0128,https://doi.org/10.1002/smll.202512953,389,138.91,58.693,15.999,169.0,115.0,73.0,240.0,163.0,152.0,22.6,6.59,14.0,48.0,112.0,141.0,1.0,8.0,4.0,-7.0,4.5,3.0,10.0,6.0,-7.0,6.5,538.1,737.1,1313.9,-199.0,1340000.0,14400000.0,13.4,91.4,1.1,1.91,3.44,-0.81,1.505,2.27,2.675,2.15,1.91,3.44,2.675,284.0,0.0,-1.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.25,121
R0129,https://doi.org/10.1002/smll.202512953,389,138.91,55.845,15.999,169.0,115.0,73.0,240.0,194.0,152.0,22.6,7.11,14.0,48.0,15.0,141.0,1.0,6.0,4.0,-5.0,3.5,3.0,8.0,6.0,-5.0,5.5,538.1,762.5,1313.9,-224.4,1340000.0,10000000.0,13.4,80.4,1.1,1.83,3.44,-0.73,1.465,2.27,2.635,2.123333333,1.83,3.44,2.635,284.0,0.0,-1.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.39,112
R0130,https://doi.org/10.1002/smll.202512953,389,138.91,55.845,15.999,169.0,115.0,73.0,240.0,194.0,152.0,22.6,7.11,14.0,48.0,15.0,141.0,1.0,6.0,4.0,-5.0,3.5,3.0,8.0,6.0,-5.0,5.5,538.1,762.5,1313.9,-224.4,1340000.0,10000000.0,13.4,80.4,1.1,1.83,3.44,-0.73,1.465,2.27,2.635,2.123333333,1.83,3.44,2.635,284.0,0.0,-1.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.45,66
R0131,https://doi.org/10.1002/advs.202522315,399,47.867,0.0,12.011,136.0,0.0,76.0,187.0,0.0,170.0,10.64,0.0,5.29,7.6,0.0,121.8,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,658.8,0.0,1086.5,0.0,2340000.0,0.0,21.9,0.0,1.54,0.0,2.55,0.0,0.0,2.045,0.0,0.0,0.0,5.1,0.0,0.0,-2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124
R0132,https://doi.org/10.1016/j.electacta.2025.147671,403,58.693,55.845,15.999,115.0,115.0,73.0,163.0,194.0,152.0,6.59,7.11,14.0,112.0,15.0,141.0,8.0,6.0,4.0,2.0,7.0,10.0,8.0,6.0,2.0,9.0,737.1,762.5,1313.9,-25.4,14400000.0,10000000.0,91.4,80.4,1.91,1.83,3.44,0.08,1.87,2.675,2.635,2.393333333,14.64,27.52,21.08,1840.0,-1.4,-1.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.15,195
R0133,https://doi.org/10.1021/acsaem.5c03033,405,55.845,54.938,15.999,115.0,139.0,73.0,194.0,197.0,152.0,7.11,7.39,14.0,15.0,50.0,141.0,6.0,5.0,4.0,1.0,5.5,8.0,7.0,6.0,1.0,7.5,762.5,717.3,1313.9,45.2,10000000.0,695000.0,80.4,7.81,1.83,1.55,3.44,0.28,1.69,2.635,2.495,2.273333333,9.3,20.64,14.97,1524.0,-1.45,-1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.25,100
R0134,https://doi.org/10.1021/acsanm.5c04476,406,58.933,0.0,14.007,116.0,0.0,75.0,192.0,0.0,155.0,6.71,0.0,17.3,63.0,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,760.4,0.0,1402.3,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.04,0.0,0.0,2.46,0.0,0.0,0.0,21.28,0.0,0.0,-1.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,126
R0135,https://doi.org/10.1021/acsanm.5c04476,406,95.95,0.0,32.06,139.0,0.0,102.0,209.0,0.0,180.0,9.38,0.0,15.5,72.0,0.0,200.4,5.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,684.3,0.0,999.6,0.0,18700000.0,0.0,138.0,0.0,2.16,0.0,2.58,0.0,0.0,2.37,0.0,0.0,0.0,12.9,0.0,0.0,-1.6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,81
R0136,https://doi.org/10.1088/2631-6331/ae1925,408,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,75
R0137,https://doi.org/10.1002/anie.202521423,410,101.07,0.0,14.007,126.0,0.0,75.0,207.0,0.0,155.0,8.3,0.0,17.3,101.3,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,710.2,0.0,1402.3,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.04,0.0,0.0,2.62,0.0,0.0,0.0,21.28,0.0,0.0,-1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,40
R0138,https://doi.org/10.1080/1536383X.2025.2583369,414,51.996,0.0,15.999,135.0,0.0,73.0,189.0,0.0,152.0,7.23,0.0,14.0,64.3,0.0,141.0,5.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,652.9,0.0,1313.9,0.0,7670000.0,0.0,93.7,0.0,1.66,0.0,3.44,0.0,0.0,2.55,0.0,0.0,0.0,17.2,0.0,0.0,-1.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,40
R0139,https://doi.org/10.1002/anie.202520097,415,58.933,0.0,15.999,116.0,0.0,73.0,192.0,0.0,152.0,6.71,0.0,14.0,63.0,0.0,141.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,1313.9,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.44,0.0,0.0,2.66,0.0,0.0,0.0,24.08,0.0,0.0,-1.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,350
R0140,https://doi.org/10.1016/j.jcis.2025.139355,416,58.933,58.693,15.999,116.0,115.0,73.0,192.0,163.0,152.0,6.71,6.59,14.0,63.0,112.0,141.0,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,1313.9,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890.0,-1.3,-1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8,850
R0141,https://doi.org/10.1016/j.jcis.2025.139355,416,58.933,58.693,15.999,116.0,115.0,73.0,192.0,163.0,152.0,6.71,6.59,14.0,63.0,112.0,141.0,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,1313.9,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890.0,-1.3,-1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.83,594
R0142,https://doi.org/10.1021/acsnano.5c10218,423,58.933,101.07,15.999,116.0,126.0,73.0,192.0,207.0,152.0,6.71,8.3,14.0,63.0,101.3,141.0,7.0,7.0,4.0,0.0,7.0,9.0,8.0,6.0,1.0,8.5,760.4,710.2,1313.9,50.2,17200000.0,13700000.0,100.0,117.0,1.88,2.2,3.44,-0.32,2.04,2.66,2.82,2.506666667,15.4,24.08,19.74,1967.0,-1.3,-1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.96,440
R0143,https://doi.org/10.1021/acsnano.5c10218,423,58.933,0.0,15.999,116.0,0.0,73.0,192.0,0.0,152.0,6.71,0.0,14.0,63.0,0.0,141.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,1313.9,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.44,0.0,0.0,2.66,0.0,0.0,0.0,24.08,0.0,0.0,-1.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,300
R0144,https://doi.org/10.1002/aoc.70327,425,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,31
R0145,https://doi.org/10.1021/acs.langmuir.5c02644,430,58.933,63.55,15.999,116.0,132.0,73.0,192.0,140.0,152.0,6.71,7.11,14.0,63.0,118.4,141.0,7.0,10.0,4.0,-3.0,8.5,9.0,11.0,6.0,-2.0,10.0,760.4,745.5,1313.9,14.9,17200000.0,59600000.0,100.0,401.0,1.88,1.9,3.44,-0.02,1.89,2.66,2.67,2.406666667,13.3,24.08,18.69,1736.0,-1.3,-2.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1,146
R0146,https://doi.org/10.1016/j.electacta.2025.146925,434,101.07,0.0,15.999,126.0,0.0,73.0,207.0,0.0,152.0,8.3,0.0,14.0,101.3,0.0,141.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,710.2,0.0,1313.9,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.44,0.0,0.0,2.82,0.0,0.0,0.0,24.08,0.0,0.0,-1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,212
R0147,https://doi.org/10.1016/j.jcis.2025.138454,435,58.933,55.845,15.999,116.0,115.0,73.0,192.0,194.0,152.0,6.71,7.11,14.0,63.0,15.0,141.0,7.0,6.0,4.0,1.0,6.5,9.0,8.0,6.0,1.0,8.5,760.4,762.5,1313.9,-2.1,17200000.0,10000000.0,100.0,80.4,1.88,1.83,3.44,0.05,1.855,2.66,2.635,2.383333333,12.81,24.08,18.445,1890.0,-1.3,-1.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.89,150
R0148,https://doi.org/10.1038/s41598-025-11449-1,436,58.933,101.07,15.999,116.0,126.0,73.0,192.0,207.0,152.0,6.71,8.3,14.0,63.0,101.3,141.0,7.0,7.0,4.0,0.0,7.0,9.0,8.0,6.0,1.0,8.5,760.4,710.2,1313.9,50.2,17200000.0,13700000.0,100.0,117.0,1.88,2.2,3.44,-0.32,2.04,2.66,2.82,2.506666667,15.4,24.08,19.74,1967.0,-1.3,-1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.998,387
R0149,https://doi.org/10.1002/anie.202509132,437,58.933,58.693,15.999,116.0,115.0,73.0,192.0,163.0,152.0,6.71,6.59,14.0,63.0,112.0,141.0,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,1313.9,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890.0,-1.3,-1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.94,135
R0150,https://doi.org/10.1016/j.jpowsour.2025.237653,441,58.933,0.0,14.007,116.0,0.0,75.0,192.0,0.0,155.0,6.71,0.0,17.3,63.0,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,760.4,0.0,1402.3,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.04,0.0,0.0,2.46,0.0,0.0,0.0,21.28,0.0,0.0,-1.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,180
R0151,https://doi.org/10.1021/acs.iecr.5c01518,442,95.95,55.845,32.06,139.0,115.0,102.0,209.0,194.0,180.0,9.38,7.11,15.5,72.0,15.0,200.4,5.0,6.0,4.0,-1.0,5.5,6.0,8.0,6.0,-2.0,7.0,684.3,762.5,999.6,-78.2,18700000.0,10000000.0,138.0,80.4,2.16,1.83,2.58,0.33,1.995,2.37,2.205,2.19,9.15,12.9,11.025,1270.0,-1.6,-1.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.18,83
R0152,https://doi.org/10.1021/acs.iecr.5c01518,442,95.95,0.0,32.06,139.0,0.0,102.0,209.0,0.0,180.0,9.38,0.0,15.5,72.0,0.0,200.4,5.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,684.3,0.0,999.6,0.0,18700000.0,0.0,138.0,0.0,2.16,0.0,2.58,0.0,0.0,2.37,0.0,0.0,0.0,12.9,0.0,0.0,-1.6,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,14
R0153,https://doi.org/10.1016/j.carbon.2025.120482,447,101.07,0.0,14.007,126.0,0.0,75.0,207.0,0.0,155.0,8.3,0.0,17.3,101.3,0.0,-7.0,7.0,0.0,3.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,710.2,0.0,1402.3,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.04,0.0,0.0,2.62,0.0,0.0,0.0,21.28,0.0,0.0,-1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,151
R0154,https://doi.org/10.1093/nsr/nwaf145,450,58.933,0.0,15.999,116.0,0.0,73.0,192.0,0.0,152.0,6.71,0.0,14.0,63.0,0.0,141.0,7.0,0.0,4.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,760.4,0.0,1313.9,0.0,17200000.0,0.0,100.0,0.0,1.88,0.0,3.44,0.0,0.0,2.66,0.0,0.0,0.0,24.08,0.0,0.0,-1.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,80
R0155,https://doi.org/10.1016/j.jcis.2025.137782,452,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,26
R0156,https://doi.org/10.1016/j.cej.2025.162908,457,58.933,58.693,30.974,116.0,115.0,107.0,192.0,163.0,180.0,6.71,6.59,17.0,63.0,112.0,72.0,7.0,8.0,3.0,-1.0,7.5,9.0,10.0,5.0,-1.0,9.5,760.4,737.1,1011.8,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,2.19,-0.03,1.895,2.035,2.05,1.993333333,13.37,15.33,14.35,1890.0,-1.3,-1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3,73
R0157,https://doi.org/10.1016/j.cej.2025.162908,457,58.933,58.693,32.06,116.0,115.0,102.0,192.0,163.0,180.0,6.71,6.59,15.5,63.0,112.0,200.4,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,999.6,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,2.58,-0.03,1.895,2.23,2.245,2.123333333,13.37,18.06,15.715,1890.0,-1.3,-1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.35,57
R0158,https://doi.org/10.1016/j.cej.2025.162908,457,58.933,58.693,30.974,116.0,115.0,107.0,192.0,163.0,180.0,6.71,6.59,17.0,63.0,112.0,72.0,7.0,8.0,3.0,-1.0,7.5,9.0,10.0,5.0,-1.0,9.5,760.4,737.1,1011.8,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,2.19,-0.03,1.895,2.035,2.05,1.993333333,13.37,15.33,14.35,1890.0,-1.3,-1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3,150
R0159,https://doi.org/10.1016/j.cej.2025.162420,458,58.933,195.08,15.999,116.0,136.0,73.0,192.0,175.0,152.0,6.71,9.1,14.0,63.0,205.3,141.0,7.0,9.0,4.0,-2.0,8.0,9.0,10.0,6.0,-1.0,9.5,760.4,870.8,1313.9,-110.4,17200000.0,94000000.0,100.0,71.6,1.88,2.28,3.44,-0.4,2.08,2.66,2.86,2.533333333,15.96,24.08,20.02,1918.0,-1.3,-2.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.86,220
R0160,https://doi.org/10.1039/d5nr00300h,459,58.933,58.693,15.999,116.0,115.0,73.0,192.0,163.0,152.0,6.71,6.59,14.0,63.0,112.0,141.0,7.0,8.0,4.0,-1.0,7.5,9.0,10.0,6.0,-1.0,9.5,760.4,737.1,1313.9,23.3,17200000.0,14400000.0,100.0,91.4,1.88,1.91,3.44,-0.03,1.895,2.66,2.675,2.41,13.37,24.08,18.725,1890.0,-1.3,-1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.77,148
R0161,https://doi.org/10.1039/d5nr00300h,459,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,13
R0162,https://doi.org/10.1021/jacs.4c15230,463,101.07,0.0,15.999,126.0,0.0,73.0,207.0,0.0,152.0,8.3,0.0,14.0,101.3,0.0,141.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,710.2,0.0,1313.9,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.44,0.0,0.0,2.82,0.0,0.0,0.0,24.08,0.0,0.0,-1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,150
R0163,https://doi.org/10.1002/celc.202400626,470,0.0,0.0,12.011,0.0,0.0,76.0,0.0,0.0,170.0,0.0,0.0,5.29,0.0,0.0,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,31
R0164,https://doi.org/10.1016/j.esci.2024.100310,477,58.693,0.0,14.007,115.0,0.0,75.0,163.0,0.0,155.0,6.59,0.0,17.3,112.0,0.0,-7.0,8.0,0.0,3.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,737.1,0.0,1402.3,0.0,14400000.0,0.0,91.4,0.0,1.91,0.0,3.04,0.0,0.0,2.475,0.0,0.0,0.0,24.32,0.0,0.0,-1.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,225
R0165,https://doi.org/10.1016/j.esci.2024.100310,477,58.693,0.0,14.007,115.0,0.0,75.0,163.0,0.0,155.0,6.59,0.0,17.3,112.0,0.0,-7.0,8.0,0.0,3.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,737.1,0.0,1402.3,0.0,14400000.0,0.0,91.4,0.0,1.91,0.0,3.04,0.0,0.0,2.475,0.0,0.0,0.0,24.32,0.0,0.0,-1.4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,300
R0166,https://doi.org/10.1002/smll.202406516,478,101.07,0.0,15.999,126.0,0.0,73.0,207.0,0.0,152.0,8.3,0.0,14.0,101.3,0.0,141.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,710.2,0.0,1313.9,0.0,13700000.0,0.0,117.0,0.0,2.2,0.0,3.44,0.0,0.0,2.82,0.0,0.0,0.0,24.08,0.0,0.0,-1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,108
R0167,https://doi.org/10.1002/anie.202418893,483,55.845,0.0,14.007,115.0,0.0,75.0,194.0,0.0,155.0,7.11,0.0,17.3,15.0,0.0,-7.0,6.0,0.0,3.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,762.5,0.0,1402.3,0.0,10000000.0,0.0,80.4,0.0,1.83,0.0,3.04,0.0,0.0,2.435,0.0,0.0,0.0,18.24,0.0,0.0,-1.45,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,30
R0168,https://doi.org/10.1016/j.electacta.2024.145384,489,58.933,55.845,15.999,116.0,115.0,73.0,192.0,194.0,152.0,6.71,7.11,14.0,63.0,15.0,141.0,7.0,6.0,4.0,1.0,6.5,9.0,8.0,6.0,1.0,8.5,760.4,762.5,1313.9,-2.1,17200000.0,10000000.0,100.0,80.4,1.88,1.83,3.44,0.05,1.855,2.66,2.635,2.383333333,12.81,24.08,18.445,1890.0,-1.3,-1.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.01,93
